date,open,high,low,close,volume,adjclose
1582727400,286.5299987792969,297.8800048828125,286.5,292.6499938964844,49513700,292.6499938964844
1582641000,300.95001220703125,302.5299987792969,286.1300048828125,288.0799865722656,57668400,288.0799865722656
1582554600,297.260009765625,304.17999267578125,289.2300109863281,298.17999267578125,55548800,298.17999267578125
1582295400,318.6199951171875,320.45001220703125,310.5,313.04998779296875,32388500,313.04998779296875
1582209000,322.6300048828125,324.6499938964844,318.2099914550781,320.29998779296875,25141500,320.29998779296875
1582122600,320,324.57000732421875,320,323.6199951171875,23496000,323.6199951171875
1582036200,315.3599853515625,319.75,314.6099853515625,319,38132800,319
1581690600,324.739990234375,325.9800109863281,322.8500061035156,324.95001220703125,20028400,324.95001220703125
1581604200,324.19000244140625,326.2200012207031,323.3500061035156,324.8699951171875,23686900,324.8699951171875
1581517800,321.4700012207031,327.2200012207031,321.4700012207031,327.20001220703125,28432600,327.20001220703125
1581431400,323.6000061035156,323.8999938964844,318.7099914550781,319.6099853515625,23580800,319.6099853515625
1581345000,314.17999267578125,321.54998779296875,313.8500061035156,321.54998779296875,27337200,321.54998779296875
1581085800,322.3699951171875,323.3999938964844,318,320.0299987792969,29421000,320.0299987792969
1580999400,322.57000732421875,325.2200012207031,320.260009765625,325.2099914550781,26356400,324.44000244140625
1580913000,323.5199890136719,324.760009765625,318.95001220703125,321.45001220703125,29706700,320.6889343261719
1580826600,315.30999755859375,319.6400146484375,313.6300048828125,318.8500061035156,34154100,318.0950622558594
1580740200,304.29998779296875,313.489990234375,302.2200012207031,308.6600036621094,43496400,307.92919921875
1580481000,320.92999267578125,322.67999267578125,308.2900085449219,309.510009765625,49897100,308.7771911621094
1580394600,320.5400085449219,324.0899963378906,318.75,323.8699951171875,31685800,323.1031799316406
1580308200,324.45001220703125,327.8500061035156,321.3800048828125,324.3399963378906,54057300,323.5720520019531
1580221800,312.6000061035156,318.3999938964844,312.19000244140625,317.69000244140625,40558500,316.93780517578125
1580135400,310.05999755859375,311.7699890136719,304.8800048828125,308.95001220703125,40485000,308.218505859375
1579876200,320.25,323.3299865722656,317.5199890136719,318.30999755859375,36634400,317.55633544921875
1579789800,317.9200134277344,319.55999755859375,315.6499938964844,319.2300109863281,26118000,318.47418212890625
1579703400,318.5799865722656,319.989990234375,317.30999755859375,317.70001220703125,25458100,316.94781494140625
1579617000,317.19000244140625,319.0199890136719,316,316.57000732421875,27710800,315.8204650878906
1579271400,316.2699890136719,318.739990234375,315,318.7300109863281,34454100,317.9753723144531
1579185000,313.5899963378906,315.70001220703125,312.0899963378906,315.239990234375,27207300,314.49359130859375
1579098600,311.8500061035156,315.5,309.54998779296875,311.3399963378906,30480900,310.60284423828125
1579012200,316.70001220703125,317.57000732421875,312.1700134277344,312.67999267578125,40488600,311.9396667480469
1578925800,311.6400146484375,317.07000732421875,311.1499938964844,316.9599914550781,30383000,316.20953369140625
1578666600,310.6000061035156,312.6700134277344,308.25,310.3299865722656,35161200,309.59521484375
1578580200,307.239990234375,310.42999267578125,306.20001220703125,309.6300048828125,42527100,308.89691162109375
1578493800,297.1600036621094,304.44000244140625,297.1600036621094,303.19000244140625,33019800,302.4721374511719
1578407400,299.8399963378906,300.8999938964844,297.4800109863281,298.3900146484375,27218000,297.68353271484375
1578321000,293.7900085449219,299.9599914550781,292.75,299.79998779296875,29596800,299.09014892578125
1578061800,297.1499938964844,300.5799865722656,296.5,297.42999267578125,36580700,296.72576904296875
1577975400,296.239990234375,300.6000061035156,295.19000244140625,300.3500061035156,33870100,299.6388854980469
1577802600,289.92999267578125,293.67999267578125,289.5199890136719,293.6499938964844,25201400,292.9547119140625
1577716200,289.4599914550781,292.69000244140625,285.2200012207031,291.5199890136719,36028600,290.82977294921875
1577457000,291.1199951171875,293.9700012207031,288.1199951171875,289.79998779296875,36566500,289.11383056640625
1577370600,284.82000732421875,289.9800109863281,284.70001220703125,289.9100036621094,23280300,289.2236022949219
1577197800,284.69000244140625,284.8900146484375,282.9200134277344,284.2699890136719,12119700,283.596923828125
1577111400,280.5299987792969,284.25,280.3699951171875,284,24643000,283.32757568359375
1576852200,282.2300109863281,282.6499938964844,278.55999755859375,279.44000244140625,68994500,278.77838134765625
1576765800,279.5,281.17999267578125,278.95001220703125,280.0199890136719,24592300,279.35699462890625
1576679400,279.79998779296875,281.8999938964844,279.1199951171875,279.739990234375,29007100,279.0776672363281
1576593000,279.57000732421875,281.7699890136719,278.79998779296875,280.4100036621094,28539600,279.74609375
1576506600,277,280.7900085449219,276.9800109863281,279.8599853515625,32046500,279.1973571777344
1576247400,271.4599914550781,275.29998779296875,270.92999267578125,275.1499938964844,33396900,274.49853515625
1576161000,267.7799987792969,272.55999755859375,267.32000732421875,271.4599914550781,34327600,270.8172607421875
1576074600,268.80999755859375,271.1000061035156,268.5,270.7699890136719,19689200,270.12890625
1575988200,268.6000061035156,270.07000732421875,265.8599853515625,268.4800109863281,22605100,267.8443298339844
1575901800,270,270.79998779296875,264.9100036621094,266.9200134277344,32010600,266.28802490234375
1575642600,267.4800109863281,271,267.29998779296875,270.7099914550781,26518900,270.06903076171875
1575556200,263.7900085449219,265.8900146484375,262.7300109863281,265.5799865722656,18606100,264.951171875
1575469800,261.07000732421875,263.30999755859375,260.67999267578125,261.739990234375,16795400,261.1202697753906
1575383400,258.30999755859375,259.5299987792969,256.2900085449219,259.45001220703125,28607600,258.8357238769531
1575297000,267.2699890136719,268.25,263.45001220703125,264.1600036621094,23621800,263.5345458984375
1575037800,266.6000061035156,268,265.8999938964844,267.25,11654400,266.61724853515625
1574865000,265.5799865722656,267.9800109863281,265.30999755859375,267.8399963378906,16308900,267.2058410644531
1574778600,266.94000244140625,267.1600036621094,262.5,264.2900085449219,26301900,263.66424560546875
1574692200,262.7099914550781,266.44000244140625,262.5199890136719,266.3699951171875,21005100,265.73931884765625
1574433000,262.5899963378906,263.17999267578125,260.8399963378906,261.7799987792969,16331300,261.1601867675781
1574346600,263.69000244140625,264.010009765625,261.17999267578125,262.010009765625,30348800,261.3896484375
1574260200,265.5400085449219,266.0799865722656,260.3999938964844,263.19000244140625,26558600,262.5668640136719
1574173800,267.8999938964844,268,265.3900146484375,266.2900085449219,19041800,265.6595153808594
1574087400,265.79998779296875,267.42999267578125,264.2300109863281,267.1000061035156,21675800,266.46759033203125
1573828200,263.67999267578125,265.7799987792969,263.010009765625,265.760009765625,25051600,265.1307678222656
1573741800,263.75,264.8800048828125,262.1000061035156,262.6400146484375,22295700,262.0181579589844
1573655400,261.1300048828125,264.7799987792969,261.07000732421875,264.4700012207031,25683600,263.84381103515625
1573569000,261.54998779296875,262.7900085449219,260.9200134277344,261.9599914550781,21847200,261.3397521972656
1573482600,258.29998779296875,262.4700012207031,258.2799987792969,262.20001220703125,20455300,261.5791931152344
1573223400,258.69000244140625,260.44000244140625,256.8500061035156,260.1400146484375,17496600,259.5240783691406
1573137000,258.739990234375,260.3500061035156,258.1099853515625,259.42999267578125,23735100,258.81573486328125
1573050600,256.7699890136719,257.489990234375,255.3699951171875,257.239990234375,18966100,255.86276245117188
1572964200,257.04998779296875,258.19000244140625,256.32000732421875,257.1300048828125,19974400,255.7533721923828
1572877800,257.3299865722656,257.8500061035156,255.3800048828125,257.5,25818000,256.1213684082031
1572615000,249.5399932861328,255.92999267578125,249.16000366210938,255.82000732421875,37781300,254.45037841796875
1572528600,247.24000549316406,249.1699981689453,237.25999450683594,248.75999450683594,34790500,247.42816162109375
1572442200,244.75999450683594,245.3000030517578,241.2100067138672,243.25999450683594,31130500,241.95761108398438
1572355800,248.97000122070312,249.75,242.57000732421875,243.2899932861328,35709900,241.98744201660156
1572269400,247.4199981689453,249.25,246.72000122070312,249.0500030517578,24143200,247.71661376953125
1572010200,243.16000366210938,246.72999572753906,242.8800048828125,246.5800018310547,18369300,245.2598419189453
1571923800,244.50999450683594,244.8000030517578,241.80999755859375,243.5800018310547,17318800,242.27589416503906
1571837400,242.10000610351562,243.24000549316406,241.22000122070312,243.17999267578125,18957200,241.87803649902344
1571751000,241.16000366210938,242.1999969482422,239.6199951171875,239.9600067138672,20573400,238.67529296875
1571664600,237.52000427246094,240.99000549316406,237.32000732421875,240.50999450683594,21811800,239.2223358154297
1571405400,234.58999633789062,237.5800018310547,234.2899932861328,236.41000366210938,24358400,235.14430236816406
1571319000,235.08999633789062,236.14999389648438,233.52000427246094,235.27999877929688,16896300,234.0203399658203
1571232600,233.3699951171875,235.24000549316406,233.1999969482422,234.3699951171875,18475800,233.11520385742188
1571146200,236.38999938964844,237.64999389648438,234.8800048828125,235.32000732421875,21840000,234.0601348876953
1571059800,234.89999389648438,238.1300048828125,234.6699981689453,235.8699951171875,24106900,234.607177734375
1570800600,232.9499969482422,237.63999938964844,232.30999755859375,236.2100067138672,41698900,234.9453582763672
1570714200,227.92999267578125,230.44000244140625,227.3000030517578,230.08999633789062,28253400,228.85812377929688
1570627800,227.02999877929688,227.7899932861328,225.63999938964844,227.02999877929688,18692600,225.81451416015625
1570541400,225.82000732421875,228.05999755859375,224.3300018310547,224.39999389648438,27955000,223.19859313964844
1570455000,226.27000427246094,229.92999267578125,225.83999633789062,227.05999755859375,30576500,225.84434509277344
1570195800,225.63999938964844,227.49000549316406,223.88999938964844,227.00999450683594,34619700,225.79461669921875
1570109400,218.42999267578125,220.9600067138672,215.1300048828125,220.82000732421875,28606500,219.63775634765625
1570023000,223.05999755859375,223.5800018310547,217.92999267578125,218.9600067138672,34612300,217.7877197265625
1569936600,225.07000732421875,228.22000122070312,224.1999969482422,224.58999633789062,34805800,223.3875732421875
1569850200,220.89999389648438,224.5800018310547,220.7899932861328,223.97000122070312,25977400,222.77088928222656
1569591000,220.5399932861328,220.9600067138672,217.27999877929688,218.82000732421875,25352000,217.6484832763672
1569504600,220,220.94000244140625,218.8300018310547,219.88999938964844,18833500,218.71273803710938
1569418200,218.5500030517578,221.5,217.13999938964844,221.02999877929688,21903400,219.8466339111328
1569331800,221.02999877929688,222.49000549316406,217.19000244140625,217.67999267578125,31190800,216.51455688476562
1569245400,218.9499969482422,219.83999633789062,217.64999389648438,218.72000122070312,19165500,217.5489959716797
1568986200,221.3800048828125,222.55999755859375,217.47000122070312,217.72999572753906,55413100,216.5642852783203
1568899800,222.00999450683594,223.75999450683594,220.3699951171875,220.9600067138672,22060600,219.7770233154297
1568813400,221.05999755859375,222.85000610351562,219.44000244140625,222.77000427246094,25340000,221.57733154296875
1568727000,219.9600067138672,220.82000732421875,219.1199951171875,220.6999969482422,18318700,219.51840209960938
1568640600,217.72999572753906,220.1300048828125,217.55999755859375,219.89999389648438,21158100,218.72268676757812
1568381400,220,220.7899932861328,217.02000427246094,218.75,39763300,217.57884216308594
1568295000,224.8000030517578,226.4199981689453,222.86000061035156,223.08999633789062,32226700,221.89559936523438
1568208600,218.07000732421875,223.7100067138672,217.72999572753906,223.58999633789062,44289600,222.39292907714844
1568122200,213.86000061035156,216.77999877929688,211.7100067138672,216.6999969482422,31777900,215.53981018066406
1568035800,214.83999633789062,216.44000244140625,211.07000732421875,214.1699981689453,27309400,213.0233612060547
1567776600,214.0500030517578,214.4199981689453,212.50999450683594,213.25999450683594,19362300,212.11822509765625
1567690200,212,213.97000122070312,211.50999450683594,213.27999877929688,23913700,212.13812255859375
1567603800,208.38999938964844,209.47999572753906,207.32000732421875,209.19000244140625,19188100,208.07003784179688
1567517400,206.42999267578125,206.97999572753906,204.22000122070312,205.6999969482422,20023000,204.59869384765625
1567171800,210.16000366210938,210.4499969482422,207.1999969482422,208.74000549316406,21143400,207.6224365234375
1567085400,208.5,209.32000732421875,206.66000366210938,209.00999450683594,20990500,207.89097595214844
1566999000,204.10000610351562,205.72000122070312,203.32000732421875,205.52999877929688,15938800,204.42962646484375
1566912600,207.86000061035156,208.5500030517578,203.52999877929688,204.16000366210938,25873300,203.06695556640625
1566826200,205.86000061035156,207.19000244140625,205.05999755859375,206.49000549316406,26043600,205.3844757080078
1566567000,209.42999267578125,212.0500030517578,201,202.63999938964844,46818000,201.5550994873047
1566480600,213.19000244140625,214.44000244140625,210.75,212.4600067138672,22253700,211.32252502441406
1566394200,212.99000549316406,213.64999389648438,211.60000610351562,212.63999938964844,21535400,211.50155639648438
1566307800,210.8800048828125,213.35000610351562,210.32000732421875,210.36000061035156,26884300,209.2337646484375
1566221400,210.6199951171875,212.72999572753906,210.02999877929688,210.35000610351562,24413600,209.22381591796875
1565962200,204.27999877929688,207.16000366210938,203.83999633789062,206.5,27620400,205.39442443847656
1565875800,203.4600067138672,205.13999938964844,199.6699981689453,201.74000549316406,27227400,200.659912109375
1565789400,203.16000366210938,206.44000244140625,202.58999633789062,202.75,36547400,201.6645050048828
1565703000,201.02000427246094,212.13999938964844,200.47999572753906,208.97000122070312,47218500,207.85121154785156
1565616600,199.6199951171875,202.0500030517578,199.14999389648438,200.47999572753906,22474900,199.40664672851562
1565357400,201.3000030517578,202.75999450683594,199.2899932861328,200.99000549316406,24619700,199.91392517089844
1565271000,200.1999969482422,203.52999877929688,199.38999938964844,203.42999267578125,27009500,201.57498168945312
1565184600,195.41000366210938,199.55999755859375,193.82000732421875,199.0399932861328,33364400,197.22500610351562
1565098200,196.30999755859375,198.07000732421875,194.0399932861328,197,35824800,195.20361328125
1565011800,197.99000549316406,198.64999389648438,192.5800018310547,193.33999633789062,52393000,191.5769805908203
1564752600,205.52999877929688,206.42999267578125,201.6300048828125,204.02000427246094,40862100,202.15960693359375
1564666200,213.89999389648438,218.02999877929688,206.74000549316406,208.42999267578125,54017900,206.5293731689453
1564579800,216.4199981689453,221.3699951171875,211.3000030517578,213.0399932861328,69281400,211.0973663330078
1564493400,208.75999450683594,210.16000366210938,207.30999755859375,208.77999877929688,33935700,206.87619018554688
1564407000,208.4600067138672,210.63999938964844,208.44000244140625,209.67999267578125,21673400,207.7679901123047
1564147800,207.47999572753906,209.72999572753906,207.13999938964844,207.74000549316406,17618900,205.84568786621094
1564061400,208.88999938964844,209.24000549316406,206.72999572753906,207.02000427246094,13909600,205.13226318359375
1563975000,207.6699981689453,209.14999389648438,207.1699981689453,208.6699981689453,14991600,206.7672119140625
1563888600,208.4600067138672,208.91000366210938,207.2899932861328,208.83999633789062,18355200,206.93563842773438
1563802200,203.64999389648438,207.22999572753906,203.61000061035156,207.22000122070312,22277900,205.33042907714844
